Company_Name,Job Title,Location,Salary,Company_Rating,Job_Post_Age,Company_Size,Co_Founded_in,Company_Type,Industry,Sector,Revenue,Website,Data_Collected_on,Hourly,Min_Sal,Max_Sal,Average_Salary,State_Code,Age_of_Co,State_Name
Nexthealth,Sr. Data Scientist,"Denver, CO",$76K - $141K (Glassdoor est.),3.9,30d+,51 to 200 Employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,http://www.nexthealthtechnologies.com/,08-10-2021 18:20,0,76,141,108.5,CO,8.0,Colorado
Charles Schwab,"Senior Manager, Model Risk, Data Science","Lone Tree, CO",$112K - $182K (Employer est.),3.9,30d+,10000+ Employees,1973.0,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.schwab.com/,08-10-2021 18:20,0,112,182,147.0,CO,48.0,Colorado
Oracle,Principal Data Scientist,Colorado,$109K - $209K (Employer est.),3.8,30d+,10000+ Employees,1977.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),http://www.oracle.com/,08-10-2021 18:20,0,109,209,159.0,CO,44.0,Colorado
OnPoint,Senior Data Scientist,"Louisville, CO",$100K - $160K (Employer est.),3.9,27d,10000+ Employees,1940.0,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),http://www.kochind.com/,08-10-2021 18:20,0,100,160,130.0,CO,81.0,Colorado
Guild Education,Senior Data Scientist (Remote),"Denver, CO",$130K - $153K (Employer est.),3.9,30d+,201 to 500 Employees,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,http://www.guildeducation.com/,08-10-2021 18:20,0,130,153,141.5,CO,6.0,Colorado
sharethrough,Product Data Scientist,"Denver, CO",$73K - $140K (Glassdoor est.),4.2,30d+,51 to 200 Employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),http://www.sharethrough.com/,08-10-2021 18:20,0,73,140,106.5,CO,8.0,Colorado
Amazon.com Services LLC,SDE- Measurement & Data Science- 2021,"Boulder, CO",$122K - $160K (Employer est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,08-10-2021 18:20,0,122,160,141.0,CO,27.0,Colorado
Indeed,Staff Product Scientist - Monetization,Colorado,$147K - $213K (Employer est.),4.4,1d,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),http://www.indeed.com/,08-10-2021 18:20,0,147,213,180.0,CO,17.0,Colorado
Accenture,Data & Analytics Consultant,"Denver, CO",$64K - $113K (Glassdoor est.),4.1,24h,10000+ Employees,1989.0,Company - Public,Consulting,Business Services,$10+ billion (USD),http://www.accenture.com/,08-10-2021 18:20,0,64,113,88.5,CO,32.0,Colorado
"Amazon Web Services, Inc.","Principal, Data Scientist ProServe","Denver, CO",$122K (Employer est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,08-10-2021 18:20,0,122,122,122.0,CO,27.0,Colorado
Verizon,Principal Data Scientist - Ethical Artificial Intelligence Strategy,"Colorado Springs, CO",$100K - $186K (Employer est.),3.9,30d,10000+ Employees,2000.0,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),http://verizon.com/jobs,08-10-2021 18:20,0,100,186,143.0,CO,21.0,Colorado
Workday,Sr. Machine Learning Engineer,"Boulder, CO",$141K (Employer est.),4.2,30d+,10000+ Employees,2005.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),http://www.workday.com/,08-10-2021 18:20,0,141,141,141.0,CO,16.0,Colorado
Oracle,Sr. Director -- Measurement Applied Data Science,Colorado,$165K - $315K (Employer est.),3.8,21d,10000+ Employees,1977.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),http://www.oracle.com/,08-10-2021 18:20,0,165,315,240.0,CO,44.0,Colorado
KPMG,"Senior Associate, Data Scientist, NLP","Denver, CO",$68K - $104K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:20,0,68,104,86.0,CO,34.0,Colorado
"Amazon Web Services, Inc.",Sr. Data & ML Engineer,Colorado,$122K (Employer est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,08-10-2021 18:20,0,122,122,122.0,CO,27.0,Colorado
Oracle,Director of Data Science,"Broomfield, CO",$140K - $272K (Employer est.),3.8,30d+,10000+ Employees,1977.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),http://www.oracle.com/,08-10-2021 18:20,0,140,272,206.0,CO,44.0,Colorado
Jacobs,Senior Data Scientist,"Englewood, CO",$85K - $160K (Glassdoor est.),3.9,30d+,10000+ Employees,1947.0,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),http://www.jacobs.com/,08-10-2021 18:20,0,85,160,122.5,CO,74.0,Colorado
OnPoint,Data Scientist,"Louisville, CO",$71K - $124K (Glassdoor est.),3.9,30d+,10000+ Employees,1940.0,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),http://www.kochind.com/,08-10-2021 18:20,0,71,124,97.5,CO,81.0,Colorado
KPMG,"Manager, Data Scientist","Denver, CO",$86K - $156K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:20,0,86,156,121.0,CO,34.0,Colorado
Frontdoor,Data Scientist - 100% Remote,"Denver, CO",$84K - $151K (Glassdoor est.),3.1,3d,1001 to 5000 Employees,2018.0,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,http://www.frontdoorhome.com/,08-10-2021 18:20,0,84,151,117.5,CO,3.0,Colorado
Seagate Technology,Sr. Staff Finance Data Analyst & Business Analyst,Colorado,$140K - $171K (Employer est.),3.8,6d,10000+ Employees,1979.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),http://www.seagate.com/,08-10-2021 18:20,0,140,171,155.5,CO,42.0,Colorado
KPMG,"Senior Associate, Data Scientist","Denver, CO",$68K - $105K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:20,0,68,105,86.5,CO,34.0,Colorado
WSP USA,Data Scientist,"Denver, CO",$67K - $133K (Employer est.),3.6,30d,10000+ Employees,1959.0,Company - Public,Architectural & Engineering Services,Business Services,$5 to $10 billion (USD),http://www.wsp.com/,08-10-2021 18:20,0,67,133,100.0,CO,62.0,Colorado
Teladoc Health,"Senior Clinical Data Scientist, Value Based Care",Colorado,$110K - $130K (Employer est.),4.0,23d,1001 to 5000 Employees,2002.0,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),http://www.teladochealth.com/,08-10-2021 18:20,0,110,130,120.0,CO,19.0,Colorado
Deloitte,Strategic Analytics Lead Data Scientist,"Denver, CO",$86K - $146K (Glassdoor est.),4.0,15d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:20,0,86,146,116.0,CO,171.0,Colorado
Accenture,Data Science Senior Analyst,"Denver, CO",$73K - $126K (Glassdoor est.),4.1,22d,10000+ Employees,1989.0,Company - Public,Consulting,Business Services,$10+ billion (USD),http://www.accenture.com/,08-10-2021 18:20,0,73,126,99.5,CO,32.0,Colorado
Sensor Tower,Full Stack Data Scientist,"Boulder, CO",$73K - $121K (Glassdoor est.),4.2,30d+,51 to 200 Employees,2013.0,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,http://www.sensortower.com/,08-10-2021 18:20,0,73,121,97.0,CO,8.0,Colorado
MOSAIC Technologies Group,TSR Data Science SE5,"Colorado Springs, CO",$76K - $163K (Glassdoor est.),4.2,30d+,51 to 200 Employees,2005.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),http://www.mosaicsgroup.com/,08-10-2021 18:20,0,76,163,119.5,CO,16.0,Colorado
Vensure Employer Services,Senior Data Scientist,"Denver, CO",$89K - $170K (Glassdoor est.),3.6,9d,501 to 1000 Employees,2004.0,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),http://www.vensure.com/,08-10-2021 18:20,0,89,170,129.5,CO,17.0,Colorado
KPMG,"Associate, Operations Research Data Scientist","Denver, CO",$73K - $120K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:20,0,73,120,96.5,CO,34.0,Colorado
Procter & Gamble,Data Scientist,"Cincinnati, OH",$74K - $123K (Glassdoor est.),4.2,6d,10000+ Employees,1837.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),http://www.pg.com/,08-10-2021 18:25,0,74,123,98.5,OH,184.0,Ohio
Procter & Gamble,Data Scientist Masters,"Cincinnati, OH",$81K - $164K (Glassdoor est.),4.2,7d,10000+ Employees,1837.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),http://www.pg.com/,08-10-2021 18:25,0,81,164,122.5,OH,184.0,Ohio
American Modern Insurance Group,Data Scientist II,"Cincinnati, OH",$80K - $134K (Glassdoor est.),4.3,30d+,Unknown,1994.0,Company - Private,Insurance Carriers,Insurance,$25 to $50 million (USD),http://www.amig.com/,08-10-2021 18:25,0,80,134,107.0,OH,27.0,Ohio
Battelle,Data Scientist III,"Columbus, OH",$75K - $111K (Glassdoor est.),3.8,1d,,,,,,,,08-10-2021 18:25,0,75,111,93.0,OH,,Ohio
Mettler Toledo,Pricing Data Scientist,"Columbus, OH",$62K - $110K (Glassdoor est.),3.7,30d+,10000+ Employees,1989.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$2 to $5 billion (USD),http://us.mt.com/,08-10-2021 18:25,0,62,110,86.0,OH,32.0,Ohio
Procter & Gamble,Data Scientist PhD,"Cincinnati, OH",$83K - $163K (Glassdoor est.),4.2,7d,10000+ Employees,1837.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),http://www.pg.com/,08-10-2021 18:25,0,83,163,123.0,OH,184.0,Ohio
AdVon Commerce,Data Scientist,"Dublin, OH",$95K (Employer est.),,30d+,,,,,,,,08-10-2021 18:25,0,95,95,95.0,OH,,Ohio
Deloitte,Data Scientist,"Cincinnati, OH",$76K - $122K (Glassdoor est.),4.0,16d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:25,0,76,122,99.0,OH,171.0,Ohio
Radiance Technologies Inc.,Data Scientist,"Beavercreek, OH",$71K - $111K (Glassdoor est.),4.5,17d,501 to 1000 Employees,1998.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),http://www.radiancetech.com/,08-10-2021 18:25,0,71,111,91.0,OH,23.0,Ohio
Huntington Bank,Data Scientist,"Columbus, OH",$73K - $126K (Glassdoor est.),3.9,8d,10000+ Employees,1866.0,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.huntington.com/,08-10-2021 18:25,0,73,126,99.5,OH,155.0,Ohio
Claritas Llc,Data Scientist,"Cincinnati, OH",$75K - $117K (Glassdoor est.),4.0,14d,201 to 500 Employees,1971.0,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD),http://www.claritas.com/,08-10-2021 18:25,0,75,117,96.0,OH,50.0,Ohio
"FRISS | fraud, risk & compliance",Senior Data Scientist,"Mason, OH",$85K - $156K (Glassdoor est.),4.0,30d+,,,,,,,,08-10-2021 18:25,0,85,156,120.5,OH,,Ohio
"JPMorgan Chase Bank, N.A.",Data Annotator,"Columbus, OH",$35K - $72K (Glassdoor est.),3.6,13d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,35,72,53.5,OH,222.0,Ohio
FIS Global,Data Scientist I,"Cincinnati, OH",$70K - $127K (Glassdoor est.),3.8,30d+,10000+ Employees,1968.0,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD),http://www.fisglobal.com/,08-10-2021 18:25,0,70,127,98.5,OH,53.0,Ohio
University Hospitals,Data Scientist,"Shaker Heights, Cuyahoga, OH",$59K - $101K (Glassdoor est.),3.8,30d+,10000+ Employees,1863.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),http://www.uhhospitals.org/,08-10-2021 18:25,0,59,101,80.0,OH,158.0,Ohio
"Designer Brands (DSW, Camuto Group)",Sr Customer Data Scientist (Open to remote),"Columbus, OH",$49K - $107K (Glassdoor est.),3.8,30d+,10000+ Employees,1991.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD),http://www.designerbrands.com/,08-10-2021 18:25,0,49,107,78.0,OH,30.0,Ohio
auticon,Data Scientist,"Columbus, OH",$67K - $114K (Glassdoor est.),4.5,30d+,201 to 500 Employees,2011.0,Unknown,IT Services,Information Technology,Less than $1 million (USD),http://www.auticon.de/,08-10-2021 18:25,0,67,114,90.5,OH,10.0,Ohio
"Hyperion Technology Group, Inc.",Data Scientist,"Beavercreek, OH",$98K - $130K (Employer est.),,24h,,,,,,,,08-10-2021 18:25,0,98,130,114.0,OH,,Ohio
CareSource,Data Scientist III,"Dayton, OH",$70K - $106K (Glassdoor est.),3.7,1d,1001 to 5000 Employees,1989.0,Nonprofit Organization,Insurance Agencies & Brokerages,Insurance,$5 to $10 billion (USD),http://www.caresource.com/,08-10-2021 18:25,0,70,106,88.0,OH,32.0,Ohio
Pace Analytical Services LLC,Scientist 2 (Data Review),"Solon, OH",$40K - $90K (Glassdoor est.),3.2,14d,1001 to 5000 Employees,1978.0,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),http://www.pacelabs.com/,08-10-2021 18:25,0,40,90,65.0,OH,43.0,Ohio
"JPMorgan Chase Bank, N.A.",CCB - Quantitative Modeling/Data Science - Associate,"Columbus, OH",$58K - $123K (Glassdoor est.),3.6,24h,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,58,123,90.5,OH,222.0,Ohio
CoStrategix,Data Scientist,"Cincinnati, OH",$66K - $118K (Glassdoor est.),3.5,30d+,51 to 200 Employees,2006.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,http://www.costrategix.com/,08-10-2021 18:25,0,66,118,92.0,OH,15.0,Ohio
DHL | Supply Chain,Sr Business Data Analyst,"Westerville, OH",$57K - $101K (Glassdoor est.),5.0,7d,Unknown,,Subsidiary or Business Segment,,,Unknown / Non-Applicable,http://www.dhlexpress.be/,08-10-2021 18:25,0,57,101,79.0,OH,,Ohio
Johnson & Johnson Family of Companies,"Senior Data Analyst, Post Market Surveillance","Cincinnati, OH",$56K - $110K (Glassdoor est.),4.2,24h,10000+ Employees,1887.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),http://www.jnj.com/,08-10-2021 18:25,0,56,110,83.0,OH,134.0,Ohio
"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,"Twinsburg, OH",$61K - $158K (Glassdoor est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,08-10-2021 18:25,0,61,158,109.5,OH,27.0,Ohio
Procter & Gamble,PS Engineering - Data Analysis,"Cincinnati, OH",$76K - $120K (Glassdoor est.),4.2,7d,10000+ Employees,1837.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),http://www.pg.com/,08-10-2021 18:25,0,76,120,98.0,OH,184.0,Ohio
DHL | Supply Chain,,"Columbus, OH",$59K - $106K (Glassdoor est.),5.0,3d,Unknown,,Subsidiary or Business Segment,,,Unknown / Non-Applicable,http://www.dhlexpress.be/,08-10-2021 18:25,0,59,106,82.5,OH,,Ohio
Gifthealth,Data Scientist,"Columbus, OH",$66K - $119K (Glassdoor est.),,30d+,1 to 50 Employees,2020.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,http://www.gifthealth.com/,08-10-2021 18:25,0,66,119,92.5,OH,1.0,Ohio
JobsOhio,Data Analyst,"Columbus, OH",$45K - $81K (Glassdoor est.),4.9,1d,1 to 50 Employees,,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,http://www.jobs-ohio.com/,08-10-2021 18:25,0,45,81,63.0,OH,,Ohio
people*strata,"Associate, Data Science","Cincinnati, OH",$54K - $115K (Glassdoor est.),5.0,30d+,1 to 50 Employees,,Company - Public,,,Unknown / Non-Applicable,http://www.peoplestrata.com/,08-10-2021 18:25,0,54,115,84.5,OH,,Ohio
Cardinal Health,"Senior Data Scientist, Advanced Analytics and Machine Learning","Dublin, OH",$71K - $132K (Glassdoor est.),3.7,15d,10000+ Employees,1971.0,Company - Public,Wholesale,Business Services,$10+ billion (USD),http://www.cardinalhealth.com/,08-10-2021 18:25,0,71,132,101.5,OH,50.0,Ohio
Boston Technology,Senior Data Scientist,"Columbus, OH",$60 - $76 Per Hour(Employer est.),,10d,,,,,,,,08-10-2021 18:25,1,60,76,141.44,OH,,Ohio
IST Technology Solutions,Natural Language Processing Scientist,"Columbus, OH",$31K - $55K (Glassdoor est.),4.0,7d,1 to 50 Employees,,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable,http://www.istsupplies.com/,08-10-2021 18:25,0,31,55,43.0,OH,,Ohio
"JPMorgan Chase Bank, N.A.",Consumer & Community Banking - Strategic Analytics - Data Science -Associate,"Columbus, OH",$50K - $112K (Glassdoor est.),3.6,15d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,50,112,81.0,OH,222.0,Ohio
Abbott Laboratories,Data Engineer (R&D) - Research Scientist,"Columbus, OH",$95K - $120K (Employer est.),3.9,20d,10000+ Employees,1888.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),http://www.abbott.com/,08-10-2021 18:25,0,95,120,107.5,OH,133.0,Ohio
ComResource,Data Scientist,"Columbus, OH",$75K - $126K (Glassdoor est.),4.2,30d+,201 to 500 Employees,1991.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),http://www.comresource.com/,08-10-2021 18:25,0,75,126,100.5,OH,30.0,Ohio
KPMG,"Associate, Operations Research Data Scientist","Columbus, OH",$70K - $123K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:25,0,70,123,96.5,OH,34.0,Ohio
Alliance Data,Data Scientist Lead,"Columbus, OH",$82K - $143K (Glassdoor est.),3.4,30d+,10000+ Employees,1996.0,Company - Public,Advertising & Marketing,Business Services,$5 to $10 billion (USD),http://www.alliancedata.com/,08-10-2021 18:25,0,82,143,112.5,OH,25.0,Ohio
Klarna,Data Scientist - Fraud,"Columbus, OH",$67K - $140K (Glassdoor est.),3.9,30d+,1001 to 5000 Employees,2005.0,Company - Private,Financial Transaction Processing,Finance,$500 million to $1 billion (USD),http://www.klarna.com/,08-10-2021 18:25,0,67,140,103.5,OH,16.0,Ohio
Accenture,Data & Analytics Sr Analyst,"Columbus, OH",$59K - $104K (Glassdoor est.),4.1,8d,10000+ Employees,1989.0,Company - Public,Consulting,Business Services,$10+ billion (USD),http://www.accenture.com/,08-10-2021 18:25,0,59,104,81.5,OH,32.0,Ohio
"JPMorgan Chase Bank, N.A.","Data Scientist, Associate Sr. - ML/AI Product Analytics","Columbus, OH",$66K - $114K (Glassdoor est.),3.6,18d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,66,114,90.0,OH,222.0,Ohio
American Chemical Society,Data Scientist,"Columbus, OH",$66K - $125K (Glassdoor est.),3.5,30d+,1001 to 5000 Employees,1876.0,Nonprofit Organization,Membership Organizations,Business Services,$500 million to $1 billion (USD),http://www.acs.org/,08-10-2021 18:25,0,66,125,95.5,OH,145.0,Ohio
Altamira,Data Scientist,"Dayton, OH",$58K - $123K (Glassdoor est.),4.0,30d+,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://altamira.com.au/,08-10-2021 18:25,0,58,123,90.5,OH,,Ohio
Procter & Gamble,R&D Data Science PhD,"Mason, OH",$67K - $135K (Glassdoor est.),4.2,3d,10000+ Employees,1837.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),http://www.pg.com/,08-10-2021 18:25,0,67,135,101.0,OH,184.0,Ohio
Avient,Data Scientist,"Avon Lake, OH",$70K - $119K (Glassdoor est.),3.6,30d+,5001 to 10000 Employees,2020.0,Company - Public,Chemical Manufacturing,Manufacturing,$2 to $5 billion (USD),http://www.avient.com/,08-10-2021 18:25,0,70,119,94.5,OH,1.0,Ohio
CareSource,Pharmacy Data Scientist III,"Dayton, OH",$61K - $94K (Glassdoor est.),3.7,30d+,1001 to 5000 Employees,1989.0,Nonprofit Organization,Insurance Agencies & Brokerages,Insurance,$5 to $10 billion (USD),http://www.caresource.com/,08-10-2021 18:25,0,61,94,77.5,OH,32.0,Ohio
ROSEN Group,Data Scientist for Industrial Image Processing,"Dublin, OH",$54K - $122K (Glassdoor est.),3.2,30d+,1 to 50 Employees,,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),http://www.rgrosen.com/,08-10-2021 18:25,0,54,122,88.0,OH,,Ohio
"JPMorgan Chase Bank, N.A.","Asset Management, Model Portfolio Business & Data Analyst, Associate","Columbus, OH",$47K - $95K (Glassdoor est.),3.6,28d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,47,95,71.0,OH,222.0,Ohio
"JPMorgan Chase Bank, N.A.",Marketing Data Science Lead,"Columbus, OH",$62K - $132K (Glassdoor est.),3.6,3d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,62,132,97.0,OH,222.0,Ohio
ENGINE Group,"Associate Analyst, Data Science","Cincinnati, OH",$48K - $92K (Glassdoor est.),3.5,29d,501 to 1000 Employees,,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),http://www.enginegroup.com/,08-10-2021 18:25,0,48,92,70.0,OH,,Ohio
"JPMorgan Chase Bank, N.A.",CCB - Data Scientist - Sales Optimization Product Analytics - Senior Associate,"Columbus, OH",$61K - $133K (Glassdoor est.),3.6,6d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,61,133,97.0,OH,222.0,Ohio
Azimuth Corporation,Data Scientist,"Wright Patterson AFB, OH",$75K - $121K (Glassdoor est.),4.4,30d+,51 to 200 Employees,2001.0,Company - Private,Federal Agencies,Government,$5 to $10 million (USD),http://www.azimuth-corp.com/,08-10-2021 18:25,0,75,121,98.0,OH,20.0,Ohio
Procter & Gamble,R&D Data Science PhD,"Mason, OH",$67K - $135K (Glassdoor est.),4.2,3d,10000+ Employees,1837.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),http://www.pg.com/,08-10-2021 18:25,0,67,135,101.0,OH,184.0,Ohio
"JPMorgan Chase Bank, N.A.","Asset Management, Model Portfolio Business & Data Analyst, Associate","Columbus, OH",$47K - $95K (Glassdoor est.),3.6,28d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,47,95,71.0,OH,222.0,Ohio
CareSource,Pharmacy Data Scientist III,"Dayton, OH",$61K - $94K (Glassdoor est.),3.7,30d+,1001 to 5000 Employees,1989.0,Nonprofit Organization,Insurance Agencies & Brokerages,Insurance,$5 to $10 billion (USD),http://www.caresource.com/,08-10-2021 18:25,0,61,94,77.5,OH,32.0,Ohio
JobsOhio,Data Analyst,"Columbus, OH",$45K - $81K (Glassdoor est.),4.9,1d,1 to 50 Employees,,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,http://www.jobs-ohio.com/,08-10-2021 18:25,0,45,81,63.0,OH,,Ohio
KPMG,"Associate, Operations Research Data Scientist","Columbus, OH",$70K - $123K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:25,0,70,123,96.5,OH,34.0,Ohio
Alliance Data,Data Scientist Lead,"Columbus, OH",$82K - $143K (Glassdoor est.),3.4,30d+,10000+ Employees,1996.0,Company - Public,Advertising & Marketing,Business Services,$5 to $10 billion (USD),http://www.alliancedata.com/,08-10-2021 18:25,0,82,143,112.5,OH,25.0,Ohio
Battelle,Data Scientist II,"Columbus, OH",$78K - $125K (Glassdoor est.),3.8,9d,10000+ Employees,1929.0,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),http://www.battelle.org/,08-10-2021 18:25,0,78,125,101.5,OH,92.0,Ohio
ENGINE Group,"Associate Analyst, Data Science","Cincinnati, OH",$48K - $92K (Glassdoor est.),3.5,29d,501 to 1000 Employees,,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),http://www.enginegroup.com/,08-10-2021 18:25,0,48,92,70.0,OH,,Ohio
LDSS,Data Mining Analyst (ETL),"Wright Patterson AFB, OH",$80K (Employer est.),,30d,,,,,,,,08-10-2021 18:25,0,80,80,80.0,OH,,Ohio
"JPMorgan Chase Bank, N.A.",Consumer & Community Banking - Strategic Analytics - Data Science -Associate,"Columbus, OH",$50K - $112K (Glassdoor est.),3.6,15d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,50,112,81.0,OH,222.0,Ohio
Great American Insurance Group,Data Scientist/ Predictive Modeling Actuary- Open to Remote,"Richfield, OH",$58K - $137K (Glassdoor est.),4.3,30d+,5001 to 10000 Employees,1872.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$2 to $5 billion (USD),http://www.greatamericaninsurance.com/,08-10-2021 18:25,0,58,137,97.5,OH,149.0,Ohio
DHL,Sr Business Data Analyst,"Westerville, OH",$57K - $101K (Glassdoor est.),5.0,3d,Unknown,,Subsidiary or Business Segment,,,Unknown / Non-Applicable,http://www.dhlexpress.be/,08-10-2021 18:25,0,57,101,79.0,OH,,Ohio
Summa Health,"Sr Data Analyst - Fraud, Waste, & Abuse Operations","Akron, OH",$33K - $73K (Glassdoor est.),3.6,24h,5001 to 10000 Employees,1926.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),http://www.summahealth.org/,08-10-2021 18:25,0,33,73,53.0,OH,95.0,Ohio
"JPMorgan Chase Bank, N.A.","VP, Consumer Bank Marketing Data Scientist Lead","Columbus, OH",$58K - $111K (Glassdoor est.),3.6,18d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,08-10-2021 18:25,0,58,111,84.5,OH,222.0,Ohio
